1, 2, 17, 18, 8
1, 2, 18, 19, 8
1, 2, 19, 20, 8
1, 2, 20, 21, 8
1, 2, 21, 22, 8
1, 2, 22, 23, 8
1, 2, 23, 24, 8
1, 11, 21, 22, 8
1, 12, 13, 14, 8
1, 13, 14, 15, 8
1, 14, 15, 16, 8
1, 15, 16, 17, 8
1, 16, 17, 18, 8
1, 17, 18, 19, 8
1, 18, 19, 20, 8
1, 19, 20, 21, 8
1, 20, 21, 22, 8
1, 21, 22, 23, 8
1, 22, 23, 24, 8
1, 11, 22, 23, 9
1, 11, 23, 24, 9
1, 14, 22, 23, 9
1, 2, 12, 24, 10
1, 8, 15, 16, 10
1, 11, 22, 24, 10
1, 12, 13, 15, 10
1, 13, 14, 16, 10
1, 13, 21, 22, 10
1, 13, 23, 24, 10
1, 14, 15, 17, 10
1, 14, 16, 17, 10
1, 14, 21, 22, 10
1, 15, 16, 18, 10
1, 15, 17, 18, 10
1, 16, 17, 19, 10
1, 16, 18, 19, 10
1, 17, 18, 20, 10
1, 18, 19, 21, 10
1, 18, 20, 21, 10
1, 19, 20, 22, 10
1, 19, 21, 22, 10
1, 20, 21, 23, 10
1, 20, 22, 23, 10
1, 21, 22, 24, 10
1, 21, 23, 24, 10
2, 16, 17, 18, 10
2, 21, 22, 23, 10
2, 22, 23, 24, 10
11, 21, 22, 23, 10
1, 2, 22, 24, 11
1, 8, 22, 23, 11
1, 9, 17, 18, 11
1, 9, 19, 20, 11
1, 13, 20, 21, 11
1, 13, 22, 23, 11
1, 14, 23, 24, 11
1, 15, 16, 19, 11
1, 15, 23, 24, 11
1, 16, 17, 20, 11
1, 17, 18, 21, 11
1, 17, 19, 20, 11
1, 18, 19, 22, 11
1, 19, 20, 23, 11
1, 20, 21, 24, 11
2, 17, 18, 19, 11
2, 18, 19, 20, 11
1, 2, 18, 20, 12
1, 8, 9, 10, 12
1, 8, 9, 19, 12
1, 8, 23, 24, 12
1, 9, 16, 17, 12
1, 9, 18, 19, 12
1, 9, 20, 21, 12
1, 10, 18, 19, 12
1, 10, 21, 22, 12
1, 13, 18, 19, 12
1, 14, 19, 20, 12
1, 15, 22, 23, 12
1, 17, 22, 23, 12
1, 18, 23, 24, 12
2, 19, 20, 21, 12
2, 20, 21, 22, 12
1, 2, 21, 23, 13
1, 4, 17, 18, 13
1, 5, 7, 18, 13
1, 5, 18, 19, 13
1, 5, 19, 20, 13
1, 5, 20, 21, 13
1, 5, 20, 24, 13
1, 9, 10, 11, 13
1, 10, 11, 19, 13
1, 10, 18, 20, 13
1, 10, 19, 20, 13
1, 10, 19, 21, 13
1, 10, 22, 23, 13
1, 11, 18, 19, 13
1, 11, 20, 21, 13
1, 12, 18, 19, 13
1, 14, 17, 18, 13
1, 14, 19, 21, 13
1, 15, 17, 19, 13
1, 15, 18, 19, 13
1, 15, 20, 21, 13
1, 15, 21, 22, 13
1, 16, 18, 20, 13
1, 16, 19, 20, 13
1, 16, 21, 22, 13
1, 17, 19, 21, 13
1, 17, 20, 21, 13
1, 18, 19, 23, 13
1, 18, 20, 22, 13
1, 18, 21, 22, 13
1, 19, 20, 24, 13
1, 19, 21, 23, 13
1, 19, 22, 23, 13
1, 20, 22, 24, 13
1, 20, 23, 24, 13
18, 19, 20, 21, 13
19, 20, 21, 22, 13
20, 21, 22, 23, 13
21, 22, 23, 24, 13
1, 2, 16, 17, 14
1, 3, 6, 20, 14
1, 3, 23, 24, 14
1, 4, 5, 22, 14
1, 5, 6, 20, 14
1, 5, 6, 21, 14
1, 5, 9, 22, 14
1, 5, 16, 21, 14
1, 5, 17, 22, 14
1, 5, 19, 24, 14
1, 5, 20, 22, 14
1, 5, 21, 22, 14
1, 5, 21, 23, 14
1, 5, 22, 23, 14
1, 5, 23, 24, 14
1, 6, 11, 12, 14
1, 6, 13, 24, 14
1, 8, 9, 21, 14
1, 8, 21, 22, 14
1, 9, 10, 20, 14
1, 9, 10, 21, 14
1, 9, 10, 22, 14
1, 10, 11, 12, 14
1, 10, 20, 21, 14
1, 10, 20, 22, 14
1, 10, 23, 24, 14
1, 11, 12, 20, 14
1, 11, 12, 21, 14
1, 11, 20, 22, 14
1, 12, 14, 23, 14
1, 12, 19, 20, 14
1, 12, 21, 22, 14
1, 12, 22, 23, 14
1, 14, 20, 22, 14
1, 15, 16, 24, 14
1, 15, 18, 20, 14
1, 15, 20, 22, 14
1, 16, 19, 21, 14
1, 16, 21, 23, 14
1, 16, 22, 23, 14
1, 16, 22, 24, 14
1, 17, 20, 22, 14
1, 17, 23, 24, 14
1, 18, 20, 23, 14
1, 18, 21, 23, 14
1, 19, 21, 24, 14
1, 19, 22, 24, 14
2, 20, 22, 23, 14
2, 21, 22, 24, 14
3, 17, 18, 19, 14
3, 19, 20, 21, 14
3, 21, 22, 23, 14
8, 22, 23, 24, 14
11, 12, 22, 23, 14
11, 12, 23, 24, 14
12, 21, 23, 24, 14
15, 16, 18, 19, 14
1, 2, 12, 23, 15
1, 3, 6, 19, 15
1, 4, 8, 22, 15
1, 4, 8, 23, 15
1, 4, 19, 20, 15
1, 4, 20, 21, 15
1, 5, 6, 7, 15
1, 5, 9, 23, 15
1, 5, 18, 21, 15
1, 5, 20, 23, 15
1, 5, 22, 24, 15
1, 6, 7, 21, 15
1, 6, 21, 22, 15
1, 6, 22, 23, 15
1, 6, 23, 24, 15
1, 7, 8, 24, 15
1, 7, 12, 13, 15
1, 8, 22, 24, 15
1, 9, 23, 24, 15
1, 10, 11, 13, 15
1, 10, 11, 23, 15
1, 10, 11, 24, 15
1, 10, 12, 23, 15
1, 11, 12, 13, 15
1, 11, 12, 22, 15
1, 11, 21, 23, 15
1, 11, 21, 24, 15
1, 12, 13, 21, 15
1, 12, 13, 22, 15
1, 12, 13, 23, 15
1, 12, 20, 21, 15
1, 12, 21, 23, 15
1, 12, 22, 24, 15
1, 12, 23, 24, 15
1, 13, 14, 18, 15
1, 15, 16, 20, 15
1, 15, 21, 23, 15
1, 16, 21, 24, 15
1, 17, 21, 22, 15
1, 17, 22, 24, 15
1, 18, 22, 23, 15
1, 19, 23, 24, 15
2, 11, 12, 23, 15
2, 21, 23, 24, 15
3, 22, 23, 24, 15
4, 20, 21, 23, 15
10, 11, 18, 21, 15
11, 12, 18, 23, 15
13, 21, 22, 23, 15
14, 15, 16, 20, 15
15, 17, 18, 19, 15
15, 21, 22, 23, 15
16, 20, 21, 22, 15
18, 20, 21, 22, 15
1, 3, 12, 24, 16
1, 4, 5, 11, 16
1, 4, 8, 24, 16
1, 4, 11, 12, 16
1, 5, 6, 9, 16
1, 5, 6, 10, 16
1, 5, 9, 24, 16
1, 5, 15, 24, 16
1, 5, 18, 23, 16
1, 5, 19, 22, 16
1, 5, 21, 24, 16
1, 6, 7, 23, 16
1, 6, 8, 21, 16
1, 6, 9, 10, 16
1, 6, 18, 19, 16
1, 7, 12, 14, 16
1, 7, 13, 14, 16
1, 9, 10, 13, 16
1, 9, 10, 23, 16
1, 9, 10, 24, 16
1, 10, 11, 22, 16
1, 10, 22, 24, 16
1, 11, 12, 14, 16
1, 11, 13, 24, 16
1, 12, 13, 24, 16
1, 12, 16, 17, 16
1, 12, 21, 24, 16
1, 13, 14, 21, 16
1, 13, 14, 22, 16
1, 13, 14, 23, 16
1, 13, 14, 24, 16
1, 13, 21, 23, 16
1, 13, 22, 24, 16
1, 15, 22, 24, 16
1, 16, 17, 22, 16
1, 16, 20, 21, 16
1, 17, 18, 22, 16
1, 18, 21, 24, 16
2, 4, 8, 12, 16
2, 11, 23, 24, 16
2, 12, 13, 24, 16
2, 12, 22, 23, 16
5, 16, 17, 18, 16
8, 11, 16, 19, 16
11, 12, 13, 21, 16
18, 19, 20, 22, 16
18, 19, 22, 24, 16
18, 21, 22, 23, 16
1, 3, 7, 24, 17
1, 3, 17, 18, 17
1, 4, 9, 11, 17
1, 4, 12, 13, 17
1, 4, 21, 22, 17
1, 4, 22, 23, 17
1, 4, 23, 24, 17
1, 5, 19, 23, 17
1, 6, 7, 8, 17
1, 6, 19, 20, 17
1, 6, 21, 24, 17
1, 7, 13, 15, 17
1, 8, 14, 15, 17
1, 8, 14, 22, 17
1, 10, 12, 13, 17
1, 11, 12, 23, 17
1, 11, 12, 24, 17
1, 13, 15, 24, 17
1, 14, 15, 22, 17
1, 14, 15, 23, 17
1, 14, 15, 24, 17
1, 14, 16, 20, 17
1, 15, 16, 21, 17
1, 16, 17, 21, 17
1, 16, 18, 22, 17
1, 17, 18, 23, 17
1, 17, 21, 23, 17
1, 18, 19, 24, 17
1, 18, 22, 24, 17
2, 11, 22, 23, 17
2, 13, 23, 24, 17
3, 8, 12, 13, 17
3, 18, 19, 21, 17
3, 19, 21, 22, 17
4, 6, 10, 20, 17
4, 6, 22, 23, 17
4, 6, 23, 24, 17
4, 15, 19, 20, 17
4, 19, 20, 21, 17
4, 22, 23, 24, 17
